Customer ID,First Name,Last Name,MSISDN,Gender,DateOfBirth,Home Address,City,Postal Code,HouseholdId
1000974619096,Jeff,Scott,70028744493,Male,08/01/2004,300 GRAND ST,COLUMBUS,12474,70022474
1000974619097,Devondrick,Manning,70028744494,Female,12/06/1954,1177 STARK PL,FAYETTEVILLE,12475,70022475
1000974619098,Merlinda,Whitaker,70028744495,Female,15/05/1970,613 BAMDAL ST,SAN DIEGO,12476,70022476
1000974619099,Charles,Thomas,70028744496,Male,25/09/1969,,PALM BEACH GARDENS,12477,70022477
1000974619100,Gary,Montoya,70028744497,Female,11/08/1947,301 E MILTON ST,SAN DIEGO,12478,70022478
1000974619101,Francine,Walker,70028744498,Female,26/08/1972,2027 CIRCLE WAY,SUWANEE,12479,70022479
1000974619102,Joel,Fletcher,70028744499,Female,23/04/2005,,LOS ANGELES,12480,70022480
1000974619103,Ann,Hardin,70028744500,Male,27/09/2002,4346 JAN WAY,GREENVILLE,12481,70022481
1000974619104,James,Schwartz,70028744501,Female,21/07/1979,112 STEPHENSON BLVD,SAINT PAUL,12482,70022482
1000974619105,Melissa,Ruiz,70028744502,Male,01/01/1951,205 BARNHILL RD,RIVIERA BEACH,12483,70022483
1000974619106,Randall,Johnson,70028744503,Female,05/03/2006,1712 GOAT ISLAND RD,ALTOONA,12484,70022484
1000974619107,Gloria,Walker,70028744504,Male,22/09/1994,2651 MERIDIAN LAKE DR,BROOKLYN,12485,70022485
1000974619108,Maledon,Rivera,70028744505,Female,08/07/1969,14403 SONNENBURG DR,SOUTH GATE,12486,70022486
1000974619109,Randall,Harmon,70028744506,Female,30/11/1950,,NEW ULM,12487,70022487
1000974619110,Erika,Schneider,70028744507,Male,01/09/1995,24416 STATE HWY N,SAN JOSE,12488,70022488
1000974619111,Amber,Williams,70028744508,Male,21/06/1998,,NAPA,12489,70022489
1000974619112,Jeff,Bradley,70028744509,Female,27/01/1986,4450 E CAMELBACK RD,LOUISVILLE,12490,70022490
1000974619113,Lucy,Castro,70028744510,Male,26/06/1985,2248 WILLOW TREE DR,BINGHAMTON,12491,70022491
1000974619114,Jeff,Baker,70028744511,Male,05/10/1981,149 TREASURE PALM DR,ROCK HILL,12492,70022492
1000974619115,Cathleen,Fischer,70028744512,Female,27/10/1996,2770 BARDIN RD,MONTEVALLO,12493,70022493
1000974619116,Ingrid,Dunn,70028744513,Male,26/03/1979,130 SPENCER ST,STANWOOD,12494,70022494
1000974619117,Julli,Webb,70028744514,Female,25/12/1984,306 DAVIS ST,FORT LAUDERDALE,12495,70022495
1000974619118,Yliana,Chung,70028744515,Female,11/12/2005,,PIEDMONT,12496,70022496
1000974619119,Howard,Brown,70028744516,Female,03/07/1989,10142 W WOOD ST,HOBOKEN,12497,70022497
1000974619120,Michael,Richards,70028744517,Female,06/10/1950,13315 NASSAU DR,HIGHLAND,12498,70022498
1000974619121,Mary,Griffith,70028744518,Male,17/09/2000,7899 PORTOFINO CT,YONKERS,12499,70022499
1000974619122,Bova,Wallace,70028744519,Female,20/06/1954,1495 ADAMS PL,STOWE,12500,70022500
1000974619123,Gloria,Brown,70028744520,Female,02/11/1985,202 N WETHERLY DR,DALLAS,12501,70022501
1000974619124,Jeff,Miller,70028744521,Male,09/10/1959,298 BASS LAKE RD,AVERILL PARK,12502,70022502
